churn;subscriber_id;msisdn;sales_channel_description;date_activation;churn_date;first_call_date;last_call_date;first_recharge_date;first_recharge_amount;last_international_call_date;original_operator;dat_attrib_kridi;dat_remb_kridi_net;ported_in_request_date;SelectionProb;SamplingWeight
Yes;2167316017;9e4aa2bd710f884c09c6fb853bdee70a;;02AUG2022:00:00:00.000000;29JAN2023:23:59:59.000000;02AUG2022:17:48:42.000000;18OCT2022:19:44:28.000000;02AUG2022:13:29:35.000000;5000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2168099821;68e17c63c9dd8c56d75e88b36f1b7efd;;16SEP2022:00:00:00.000000;23DEC2022:23:59:59.000000;16SEP2022:17:18:07.000000;22SEP2022:07:40:15.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2166666661;21174a30161fd2073e8cd8e7a83ae2a8;;02JUL2022:00:00:00.000000;22JAN2023:23:59:59.000000;02JUL2022:09:57:51.000000;27JUL2022:05:08:08.000000;02JUL2022:12:34:24.000000;5000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2168663679;5de6d58a2164e3fd121a11969b7d53bb;;23OCT2022:00:00:00.000000;31JAN2023:23:59:59.000000;23OCT2022:11:52:56.000000;23OCT2022:18:52:54.000000;23OCT2022:11:52:49.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2168337908;3e387be714bd5dfc21b8a038a5b39b8b;;30SEP2022:00:00:00.000000;30JAN2023:23:59:59.000000;30SEP2022:22:44:38.000000;22OCT2022:23:52:48.000000;19OCT2022:16:50:29.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2168606354;b7a576ddecbbaad12da554fd849a22f6;;20OCT2022:00:00:00.000000;31JAN2023:23:59:59.000000;20OCT2022:21:52:57.000000;25OCT2022:00:12:41.000000;23OCT2022:13:50:38.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2168529189;e9d0c1c3b1b761257ac7ef92d40a27d1;;18OCT2022:00:00:00.000000;28JAN2023:23:59:59.000000;18OCT2022:18:58:08.000000;24OCT2022:18:54:58.000000;20OCT2022:18:49:10.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2165808141;fae6c158f01ea5887aeab95ed9d54613;;05MAY2022:00:00:00.000000;31JAN2023:23:59:59.000000;05MAY2022:17:00:26.000000;29JUN2022:09:13:33.000000;12MAY2022:21:44:32.000000;5000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2166520182;6c880e0fb4a2bef14fce8c5b1f71dc87;;20JUN2022:00:00:00.000000;31JAN2023:23:59:59.000000;20JUN2022:09:01:38.000000;01NOV2022:00:49:23.000000;27JUN2022:11:21:55.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2163744922;7377fdb81dd5b333df59d4b14b51c001;;22DEC2021:00:00:00.000000;31JAN2023:23:59:59.000000;22DEC2021:15:47:33.000000;23OCT2022:02:47:13.000000;22DEC2021:15:47:06.000000;5000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2147913702;cee439b8f4a6f51a0015ebff004c14fb;;25AUG2018:00:00:00.000000;19JAN2023:23:59:59.000000;25AUG2018:09:31:18.000000;23JUL2022:17:28:03.000000;25AUG2018:09:31:18.000000;8772.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2168085165;9ff15fa8396d4c18e0478ef5bb30e158;;16SEP2022:00:00:00.000000;31DEC2022:23:59:59.000000;16SEP2022:20:01:11.000000;25SEP2022:18:01:59.000000;16SEP2022:18:23:46.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2165523621;965001278271dac230a709b5042c6592;;14APR2022:00:00:00.000000;03DEC2022:23:59:59.000000;15APR2022:21:05:16.000000;02AUG2022:11:31:03.000000;21APR2022:20:40:45.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2167683816;e40a0a472533d927b261d97a24e51dbf;;27AUG2022:00:00:00.000000;03DEC2022:23:59:59.000000;27AUG2022:17:22:27.000000;27AUG2022:23:37:58.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2168679988;36551739cce6ba42e4bf0c7c66a4e148;;21OCT2022:00:00:00.000000;29JAN2023:23:59:59.000000;21OCT2022:17:18:23.000000;28OCT2022:21:00:08.000000;21OCT2022:17:33:43.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2163517404;70dbe244c25a1797fa7e1f275c5c458d;;09DEC2021:00:00:00.000000;20JAN2023:23:59:59.000000;09DEC2021:15:23:18.000000;17APR2022:18:22:43.000000;22DEC2021:10:44:16.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2164961459;10ca2cb57af23b193f0f5e53c680c978;;09MAR2022:00:00:00.000000;04DEC2022:23:59:59.000000;09MAR2022:16:52:44.000000;03SEP2022:09:06:39.000000;09MAR2022:16:54:03.000000;10000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2167572091;70a85f591f54a000be9e699b7accf837;;25AUG2022:00:00:00.000000;03DEC2022:23:59:59.000000;25AUG2022:15:32:12.000000;26AUG2022:01:38:20.000000;25AUG2022:15:31:47.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2167766714;a462a0e6e60e9185d229274de5cb9863;;28AUG2022:00:00:00.000000;04DEC2022:23:59:59.000000;28AUG2022:19:09:42.000000;28AUG2022:19:09:42.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2167759426;2e6dc78e1c970d23f24023d410cfad39;;28AUG2022:00:00:00.000000;04DEC2022:23:59:59.000000;28AUG2022:17:33:26.000000;28AUG2022:17:41:05.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2168694915;98f3770607a0c572bf7e34a062a6d144;;22OCT2022:00:00:00.000000;28JAN2023:23:59:59.000000;22OCT2022:16:09:20.000000;23OCT2022:18:09:40.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2158577526;a6ccd98491cedb64e85acf907887d877;;25FEB2021:00:00:00.000000;06DEC2022:23:59:59.000000;25FEB2021:09:41:23.000000;11APR2022:23:37:45.000000;25FEB2021:09:43:39.000000;1000.000;;Ooredoo;;21DEC2021:22:34:47.000000;;0.0013127201;761.777
Yes;2165723661;e761ccc6919a8d4ac72bc5c094a81181;;28APR2022:00:00:00.000000;06DEC2022:23:59:59.000000;28APR2022:17:26:31.000000;29AUG2022:18:50:03.000000;28APR2022:11:00:21.000000;5000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2167705794;1a7786be31b4f98b0f25b90691f76efd;;23AUG2022:00:00:00.000000;06DEC2022:23:59:59.000000;25AUG2022:21:07:18.000000;30AUG2022:11:11:49.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2167821558;dee4afd1ed18aa95eddeb2e6d99faf44;;02SEP2022:00:00:00.000000;06DEC2022:23:59:59.000000;02SEP2022:15:44:47.000000;04SEP2022:12:39:57.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2158957316;24cd59e5cd3199bfb00de8dbd4d310da;;20MAR2021:00:00:00.000000;23JAN2023:23:59:59.000000;20MAR2021:11:12:08.000000;29JUL2022:13:30:52.000000;30MAR2021:15:27:56.000000;1754.000;;Ooredoo;;11DEC2021:16:45:48.000000;;0.0013127201;761.777
Yes;2167094038;106fb60e47bf7be64a1239b9ac273a2a;;21JUL2022:00:00:00.000000;24JAN2023:23:59:59.000000;23JUL2022:15:02:51.000000;29JUL2022:22:15:44.000000;28JUL2022:13:08:54.000000;5000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2166331334;04efa3b1b26aff609d81df0c7e397225;;07JUN2022:12:25:38.000000;06DEC2022:23:59:59.000000;08JUN2022:01:23:00.000000;28JUN2022:11:10:26.000000;07JUN2022:20:56:17.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2168434932;aeef4427de910bbb5a0eea92bdc39bba;;06OCT2022:00:00:00.000000;14JAN2023:23:59:59.000000;06OCT2022:23:35:05.000000;15OCT2022:17:10:54.000000;06OCT2022:23:34:37.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2146906665;f52b97195b9cb971320f19802df2daf4;;13JUN2018:00:00:00.000000;22JAN2023:23:59:59.000000;13JUN2018:13:00:32.000000;30SEP2022:01:04:58.000000;13JUN2018:13:03:23.000000;4386.000;;Ooredoo;;01DEC2021:19:25:01.000000;;0.0013127201;761.777
Yes;2157497281;26093e1456b7ae50727428707f1546b7;;03DEC2020:00:00:00.000000;23DEC2022:23:59:59.000000;03DEC2020:19:42:46.000000;29JUL2022:13:23:15.000000;04DEC2020:15:36:59.000000;1000.000;;Ooredoo;;22NOV2021:07:22:05.000000;;0.0013127201;761.777
Yes;2149130536;902e201e7cdbf64ae551a3caf57bb496;;16DEC2018:00:00:00.000000;08DEC2022:23:59:59.000000;06DEC2018:05:25:33.000000;16AUG2022:11:54:45.000000;16DEC2018:16:38:13.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2166355357;4a869099bfb19b8b6c8118efb7431faa;;14JUN2022:00:00:00.000000;28JAN2023:23:59:59.000000;14JUN2022:13:23:50.000000;21OCT2022:12:07:53.000000;16JUN2022:07:44:51.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2166354124;4e6a3e3ffe256ea0c5e147beb3467912;;09JUN2022:00:00:00.000000;08DEC2022:23:59:59.000000;09JUN2022:17:35:03.000000;18JUN2022:12:58:18.000000;09JUN2022:08:17:11.000000;4386.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2161999576;70153e47a68da99c20a1c5142de200ea;;28AUG2021:00:00:00.000000;08DEC2022:23:59:59.000000;28AUG2021:16:26:27.000000;01JUL2022:07:34:20.000000;28AUG2021:16:17:33.000000;4386.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2167011402;e1fa4b49b3ee2d25d03c3c2694c3a37f;;21JUL2022:00:00:00.000000;23JAN2023:23:59:59.000000;21JUL2022:13:32:19.000000;31JUL2022:13:30:07.000000;21JUL2022:13:24:03.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2165875990;27c2762216c11ae5e882a1b138ae8809;;10MAY2022:11:02:31.000000;18JAN2023:23:59:59.000000;12JUL2022:19:39:34.000000;01SEP2022:16:45:04.000000;11JUL2022:11:02:57.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2168192351;a3dbe9a9d80b68e89e11981549ff7a08;;26SEP2022:00:00:00.000000;28DEC2022:23:59:59.000000;26SEP2022:14:35:39.000000;27SEP2022:18:53:11.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2163852587;827b0503e847e62c2e59e01fab8c2c0b;;29DEC2021:00:00:00.000000;31JAN2023:23:59:59.000000;29DEC2021:19:45:17.000000;23JUN2022:21:38:12.000000;29DEC2021:19:46:05.000000;5000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2166257393;9982936b4b5cb6490f47fe5fda8bc14c;;04JUN2022:00:00:00.000000;11DEC2022:23:59:59.000000;04JUN2022:14:09:52.000000;06SEP2022:12:41:40.000000;04JUN2022:14:07:22.000000;5000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2154928301;d436b2e513bf2892ec1930d81841f72d;;18MAR2020:10:01:59.000000;15AUG2022:00:00:00.000000;18MAR2020:12:44:20.000000;05AUG2022:12:28:44.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2168488661;6ce51794ac93e4fdd16ebb1584f59ef3;;14OCT2022:00:00:00.000000;16JAN2023:23:59:59.000000;14OCT2022:09:28:22.000000;17OCT2022:17:37:03.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2167048594;3d9873446c044d2a0bf8b7dd06963270;;19JUL2022:00:00:00.000000;29JAN2023:23:59:59.000000;24JUL2022:21:05:51.000000;03AUG2022:09:56:18.000000;24JUL2022:21:05:05.000000;5000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2167894185;f73f38d5743eefdacbcc5dc893671a72;;03SEP2022:00:00:00.000000;10DEC2022:23:59:59.000000;03SEP2022:20:36:11.000000;03SEP2022:20:36:11.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2168379260;70a6a690b65d7f1cef08d4e32e0a39c4;;03OCT2022:00:00:00.000000;11JAN2023:23:59:59.000000;03OCT2022:19:40:22.000000;12OCT2022:21:58:56.000000;03OCT2022:19:40:11.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2167769552;09544904cea3f2c823e008d099102d54;;27AUG2022:00:00:00.000000;27DEC2022:23:59:59.000000;28AUG2022:18:57:04.000000;25SEP2022:11:18:26.000000;01SEP2022:15:41:53.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2155131394;863c09f0e01b1be38697359b7decc303;;10JUN2020:00:00:00.000000;25JAN2023:23:59:59.000000;08MAY2020:19:21:04.000000;01AUG2022:17:02:02.000000;10JUN2020:15:36:01.000000;1000.000;;Ooredoo;;13NOV2021:10:50:49.000000;;0.0013127201;761.777
Yes;2168541088;72db6ca6fc867304e49e87f4185d3c5d;;15OCT2022:00:00:00.000000;19JAN2023:23:59:59.000000;15OCT2022:20:21:07.000000;15OCT2022:20:21:07.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2168379746;b38d9930843204926bb085781309a83f;;04OCT2022:00:00:00.000000;27JAN2023:23:59:59.000000;04OCT2022:20:53:14.000000;19OCT2022:21:58:11.000000;08OCT2022:12:53:40.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2168344510;2c22914b558a3d1c87ef4ff1199c45fe;;05OCT2022:00:00:00.000000;11JAN2023:23:59:59.000000;05OCT2022:18:27:18.000000;11OCT2022:09:36:30.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2162095930;3d31f3986ffaddf4b22a51d9e08920f6;;01SEP2021:00:00:00.000000;12JAN2023:23:59:59.000000;01SEP2021:08:48:52.000000;01AUG2022:18:38:23.000000;03SEP2021:09:55:15.000000;1000.000;;Ooredoo;;20NOV2021:17:38:02.000000;;0.0013127201;761.777
Yes;2168221662;227a1a704e8d38c64e8c3acde4e0f11d;;23SEP2022:00:00:00.000000;01JAN2023:23:59:59.000000;23SEP2022:18:56:30.000000;25SEP2022:11:13:19.000000;23SEP2022:18:56:03.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2167898952;7b602b8b3ac3a3c13b4ca3df67282b53;;04SEP2022:11:43:37.000000;11DEC2022:23:59:59.000000;;;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2167894977;e0de361c1e5c7363b1c939258956a9ed;;03SEP2022:00:00:00.000000;12DEC2022:23:59:59.000000;03SEP2022:19:54:02.000000;11SEP2022:22:34:09.000000;03SEP2022:18:51:26.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2168342250;f19caf84a0f08da3973f63d39c768f1b;;02OCT2022:00:00:00.000000;11JAN2023:23:59:59.000000;02OCT2022:13:59:08.000000;05OCT2022:13:34:13.000000;03OCT2022:19:32:13.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2165068201;2dd2ce33add68ee11d8fd3feb024d958;;15MAR2022:00:00:00.000000;11DEC2022:23:59:59.000000;15MAR2022:14:37:17.000000;31MAR2022:14:54:55.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2162527811;7b0823faaf74bfb1c70322efa8a0e878;;25SEP2021:12:20:59.000000;29DEC2022:00:00:00.000000;25SEP2021:19:31:45.000000;19DEC2022:04:05:29.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2163577671;5bedf46578b8e4210ffbcef3d13f36c5;;27DEC2021:00:00:00.000000;28DEC2022:23:59:59.000000;24DEC2021:01:41:50.000000;09SEP2022:22:57:42.000000;25DEC2021:17:32:32.000000;5000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2167916853;3a077603372e4a24091e42507f818618;;05SEP2022:00:00:00.000000;12DEC2022:23:59:59.000000;05SEP2022:17:42:16.000000;12SEP2022:23:07:51.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2164023876;593a20eede825eb4298a0ac474bb48c9;;05JUN2022:00:00:00.000000;12DEC2022:23:59:59.000000;05JUN2022:09:01:19.000000;11JUL2022:07:24:46.000000;15JUN2022:21:26:11.000000;5000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2167920576;947d46469a85ec112fb2c60e098dad26;;05SEP2022:00:00:00.000000;12DEC2022:23:59:59.000000;05SEP2022:21:43:53.000000;05SEP2022:21:43:53.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2167472529;58612c9698c0eecdc5c3d19d4b24874b;;11AUG2022:00:00:00.000000;12DEC2022:23:59:59.000000;11AUG2022:17:02:58.000000;12SEP2022:11:12:52.000000;12AUG2022:21:17:18.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2168618621;40b112fe8b80fa91989aef1f886ffd4d;;17OCT2022:00:00:00.000000;25JAN2023:23:59:59.000000;17OCT2022:13:53:43.000000;18OCT2022:17:03:13.000000;17OCT2022:13:53:27.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2168040817;45c3de2e0f34043bd473ff3bf09d2f09;;18SEP2022:00:00:00.000000;28DEC2022:23:59:59.000000;18SEP2022:12:17:33.000000;23SEP2022:12:44:01.000000;19SEP2022:17:41:45.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2142315391;b00c1c580e2d3ee672d0c5d08537bc5b;;03APR2017:13:18:13.000000;13DEC2022:23:59:59.000000;03APR2017:13:08:27.000000;11OCT2021:18:44:34.000000;03APR2017:13:07:26.000000;5000.000;;Ooredoo;;01OCT2021:19:09:01.000000;;0.0013127201;761.777
Yes;2152407521;79ac924ae4e181a99f6bcdc1d73e2bd3;;28AUG2019:00:00:00.000000;13DEC2022:23:59:59.000000;28AUG2019:16:58:36.000000;17JUL2022:21:05:02.000000;03SEP2019:20:17:11.000000;1000.000;;Ooredoo;;22DEC2021:18:59:24.000000;;0.0013127201;761.777
Yes;2168742900;553a4b8ff2c0e3c9bf92b71e8e7e29ea;;28OCT2022:00:00:00.000000;31JAN2023:23:59:59.000000;28OCT2022:09:26:52.000000;28OCT2022:10:27:32.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2168005773;2f1fc1c7bf36beba6f3ed213e92038ad;;13SEP2022:00:00:00.000000;20DEC2022:23:59:59.000000;13SEP2022:20:18:20.000000;13SEP2022:20:18:20.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2165882824;ccfb2e0bb4dbe0bf4cc23edcf20e16a4;;11MAY2022:00:00:00.000000;14JAN2023:23:59:59.000000;11MAY2022:07:45:55.000000;27SEP2022:21:12:42.000000;17MAY2022:16:22:49.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2167179632;bfcbb9fab1bd550b43434ad41a199c73;;30JUL2022:00:00:00.000000;26JAN2023:23:59:59.000000;30JUL2022:21:20:10.000000;09AUG2022:17:53:14.000000;30JUL2022:21:12:05.000000;5000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2167935836;8e0d4b4781388eea5f4f48029abb9cc7;;08SEP2022:00:00:00.000000;13DEC2022:23:59:59.000000;08SEP2022:10:09:18.000000;08SEP2022:11:49:19.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2167945416;d8a0091c9282b2cd2db42def401d3721;;07SEP2022:00:00:00.000000;14DEC2022:23:59:59.000000;07SEP2022:19:01:43.000000;08SEP2022:22:16:11.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2168573916;6ad5e57ee951aa4062ce0c7545a4374a;;17OCT2022:00:00:00.000000;25JAN2023:23:59:59.000000;17OCT2022:17:38:14.000000;20OCT2022:17:04:19.000000;17OCT2022:16:55:10.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2168642393;eebc6cfff154d2e1147e3426173d4d6c;;19OCT2022:00:00:00.000000;28JAN2023:23:59:59.000000;19OCT2022:13:53:53.000000;29OCT2022:11:45:19.000000;19OCT2022:13:49:19.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2168185653;6d7cf9e0b470a4dd963494cf03c4f952;;22SEP2022:00:00:00.000000;31DEC2022:23:59:59.000000;22SEP2022:19:06:40.000000;25SEP2022:19:30:57.000000;22SEP2022:19:04:22.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2165244121;ae30e749da401742d9941246e8c71ff3;;25MAR2022:00:00:00.000000;15DEC2022:23:59:59.000000;25MAR2022:16:29:04.000000;09JUL2022:09:10:20.000000;25MAR2022:13:30:58.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2168647013;837ad7848d4a27a50a4b0bcd10e2cdbc;;24OCT2022:00:00:00.000000;25JAN2023:23:59:59.000000;24OCT2022:20:41:25.000000;24OCT2022:20:41:25.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2168713065;40a15419ffbbe82c67eb0b334dd33cb3;;23OCT2022:00:00:00.000000;29JAN2023:23:59:59.000000;23OCT2022:12:44:45.000000;23OCT2022:12:44:45.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2168060769;19eca93a1c86d543db9ae1ef3523636c;;13SEP2022:00:00:00.000000;23DEC2022:23:59:59.000000;13SEP2022:21:00:52.000000;22SEP2022:12:30:57.000000;14SEP2022:19:52:19.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2168252844;2af0a6f965b11fbcd26deb49c2400009;;27SEP2022:00:00:00.000000;01JAN2023:23:59:59.000000;27SEP2022:15:33:40.000000;27SEP2022:15:33:40.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2166022425;567397176f042455ab243b8d64dee0c1;;19MAY2022:12:32:59.000000;28AUG2022:00:00:00.000000;21MAY2022:16:20:46.000000;04AUG2022:12:21:31.000000;22JUL2022:22:12:46.000000;1754.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2167891726;0ca05249d5aae33babf9c83736b7377d;;03SEP2022:15:25:29.000000;24DEC2022:23:59:59.000000;03SEP2022:15:27:29.000000;07SEP2022:20:51:53.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2167976171;dc2b49c0fb87e5fed7b13642ee9408c4;;09SEP2022:00:00:00.000000;16DEC2022:23:59:59.000000;09SEP2022:16:38:46.000000;09SEP2022:16:38:46.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2167981292;e82f63802a62b5d533cf85519d713548;;10SEP2022:00:00:00.000000;16DEC2022:23:59:59.000000;10SEP2022:09:37:01.000000;10SEP2022:09:37:01.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2168615943;cfb9a4712b415a423a55d2ce9510e501;;23OCT2022:00:00:00.000000;23JAN2023:23:59:59.000000;23OCT2022:00:28:36.000000;23OCT2022:01:24:15.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2167294559;df38aac71648e733323cffef9cf0276f;;01AUG2022:00:00:00.000000;16JAN2023:23:59:59.000000;01AUG2022:18:17:24.000000;08OCT2022:17:50:19.000000;05AUG2022:10:52:22.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2168354962;1d2a455281c397482d0997e2864e34ad;;08OCT2022:00:00:00.000000;16JAN2023:23:59:59.000000;08OCT2022:18:27:38.000000;24OCT2022:19:56:44.000000;08OCT2022:18:22:27.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2167411316;37a9f7f3dfec97792d69403d8110f123;;07AUG2022:00:00:00.000000;17DEC2022:23:59:59.000000;07AUG2022:21:15:05.000000;16SEP2022:14:03:50.000000;01SEP2022:13:41:35.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2156962956;08a482771f3acda879d7ff583c84c80e;;23OCT2020:00:00:00.000000;17DEC2022:23:59:59.000000;23OCT2020:14:34:48.000000;01JUN2022:18:52:54.000000;23OCT2020:14:22:02.000000;5263.000;;Ooredoo;;31MAR2021:15:41:27.000000;;0.0013127201;761.777
Yes;2167978217;429821f746c50aceb12a110052bb95f6;;08SEP2022:00:00:00.000000;17DEC2022:23:59:59.000000;08SEP2022:16:43:55.000000;11SEP2022:17:30:23.000000;08SEP2022:15:53:24.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2166809229;131eced5e3d761628e59a7f48b0e73c5;;05JUL2022:00:00:00.000000;01JAN2023:23:59:59.000000;05JUL2022:17:22:36.000000;15AUG2022:20:17:51.000000;05JUL2022:10:17:20.000000;5000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2166041199;aed1e03e3268ee101157f23e90d8a25f;;18OCT2022:14:15:55.000000;24JAN2023:23:59:59.000000;18OCT2022:14:17:55.000000;18OCT2022:14:36:54.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2137723180;8a7dfaaa7e66efa2dacdda3d586d1bbb;;12DEC2015:11:13:31.000000;18JAN2023:23:59:59.000000;10DEC2015:14:03:27.000000;26APR2022:03:06:00.000000;25DEC2015:00:00:00.000000;909.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2168496895;7cea3a44ff2ae2bbfb587dc6e6e3e944;;14OCT2022:00:00:00.000000;22JAN2023:23:59:59.000000;14OCT2022:18:20:24.000000;17OCT2022:22:16:46.000000;14OCT2022:18:20:08.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2168665858;205e6bed8225f64d1e03b9bd1a3f021f;;20OCT2022:00:00:00.000000;26JAN2023:23:59:59.000000;20OCT2022:20:23:54.000000;20OCT2022:22:48:17.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2168447126;a9c57b157c8631c46ab4e758b560ece8;;06OCT2022:00:00:00.000000;15JAN2023:23:59:59.000000;06OCT2022:19:22:11.000000;14OCT2022:06:27:44.000000;07OCT2022:17:07:04.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2168548968;b383d64464dff877abcb7f8a76ba105c;;14OCT2022:00:00:00.000000;20JAN2023:23:59:59.000000;14OCT2022:16:55:10.000000;14OCT2022:16:55:10.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2168615300;2397b927bf13c18f6c316912241b6d7c;;19OCT2022:00:00:00.000000;27JAN2023:23:59:59.000000;19OCT2022:07:16:06.000000;21OCT2022:15:31:17.000000;19OCT2022:07:12:21.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2168655015;fcb60cfc79f098a9efaed17afcc7e063;;19OCT2022:00:00:00.000000;27JAN2023:23:59:59.000000;19OCT2022:11:06:48.000000;21OCT2022:08:29:33.000000;19OCT2022:11:04:37.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2168079115;28f9a62f99e1fbb16741e7cbbf3d4144;;23SEP2022:00:00:00.000000;30DEC2022:23:59:59.000000;23SEP2022:12:03:40.000000;24SEP2022:23:00:13.000000;;;;Ooredoo;;;;0.0013127201;761.777
Yes;2168667095;2cda146395d0fe5fd987539955e69072;;20OCT2022:00:00:00.000000;28JAN2023:23:59:59.000000;20OCT2022:22:22:05.000000;22OCT2022:15:35:12.000000;20OCT2022:22:17:06.000000;1000.000;;Ooredoo;;;;0.0013127201;761.777
Yes;2162301014;9eb4b86b77777f63fae36baab7687b7e;;09SEP2021:14:57:40.000000;18DEC2022:23:59:59.000000;09SEP2021:15:26:51.000000;12SEP2022:22:30:53.000000;14JUL2021:16:46:03.000000;1000.000;;Ooredoo;;09DEC2021:14:16:16.000000;;0.0013127201;761.777
Yes;2168017518;8f25b5a49f0c6b1853b649dd32e17a98;;11SEP2022:00:00:00.000000;18DEC2022:23:59:59.000000;11SEP2022:17:07:58.000000;11SEP2022:17:07:58.000000;;;;Ooredoo;;;;0.0013127201;761.777
